start_timestamp,stop_timestamp,start_frame,stop_frame,narration_text
2.2100186,7.8619286,66,235,#O S claps his hands
7.8619286,13.0953286,235,392,#C C opens the fridge
13.0953286,24.240018600000003,392,727,#C C takes vegetable pack in the fridge
24.240018600000003,45.9758486,727,1379,#C C removes the vegetables in the bag
45.9758486,66.1041886,1379,1982,#C C takes vegetables in the fridge
66.1041886,94.2080686,1982,2826,#C C turns on the gas cooker
94.2080686,102.64937859999999,2826,3079,#C C reads the manual
102.64937859999999,119.9310386,3079,3597,#C C takes the tray from person S
119.9310386,157.6179986,3597,4728,#C C puts the beef in the fridge
157.6179986,169.70632859999998,4728,5091,#C C cuts the beef in the tray
169.70632859999998,179.88933859999997,5091,5396,#C C puts the tray in the oven
179.88933859999997,182.4169586,5396,5472,#C C takes the liquid soap
182.4169586,217.30259859999998,5472,6518,#C C washes her hands in the sink
217.30259859999998,225.4941686,6518,6764,#C C pours the soap in plastic basin
225.4941686,238.54418859999998,6764,7156,#C C wipes her hand with kitchen towel
238.54418859999998,247.43277859999998,7156,7422,#C C reads the manual
247.43277859999998,252.42524859999997,7422,7572,#C C turns on the gas cooker
252.42524859999997,255.8952286,7572,7676,#C C opens the cupboard
255.8952286,260.1513186,7676,7804,#C C takes the pot in the cupboard
260.1513186,264.2394486,7804,7927,#C C draws water from the sink
264.2394486,268.8245986,7927,8064,#C C puts the pot on the gas cooker
268.8245986,279.1675986,8064,8374,#C C reads the manual
279.1675986,280.25996860000004,8374,8407,#C C opens the cupboard
280.25996860000004,298.96412968890616,8407,8968,#C C takes the pack of kitchen dish towel
298.96412968890616,314.8914596889062,8968,9446,#C C washes the knife in the sink
314.8914596889062,329.57953968890615,9446,9887,#C C wipes the with kitchen towel
329.57953968890615,331.88005968890616,9887,9956,#C C takes the onion
331.88005968890616,352.27853968890616,9956,10568,#C C cuts the onion
352.27853968890616,380.0674796889062,10568,11401,#C C peels the onion
380.0674796889062,423.2077696889062,11401,12696,#C C cuts the onion
423.2077696889062,428.18130968890614,12696,12845,#C C stares around
428.18130968890614,430.3476096889062,12845,12910,#C C opens the cupboard
430.3476096889062,441.4271396889062,12910,13242,#C C takes the pot in the cupboard
441.4271396889062,447.2507296889062,13242,13417,#C C pours oil in the pot
447.2507296889062,487.0219796889062,13417,14610,#C C puts oil in the cupboard
487.0219796889062,493.4137796889062,14610,14802,#C C puts the spice in the cupboard
493.4137796889062,546.7359330222396,14802,16401,#C C harmonizes the onions
546.7359330222396,563.8434021677084,16401,16915,#C C puts the onions in the pot
563.8434021677084,565.0342621677083,16915,16950,#C C opens the drawer
565.0342621677083,568.8289921677084,16950,17064,#C C takes the plastic spoon in the drawer
568.8289921677084,572.8214521677083,17064,17184,#C C stirs the onion in the pan
572.8214521677083,574.4659221677084,17184,17233,#C C takes the liquid soap
574.4659221677084,584.6648921677083,17233,17539,#C C washes her hands
584.6648921677083,592.6510021677084,17539,17779,#C C wipes her hand with kitchen towel
592.6510021677084,601.9994521677083,17779,18059,#O S stirs the onion in the pan
601.9994521677083,656.5006921677084,18059,19694,#C C stirs the onion in the pan
