start_timestamp,stop_timestamp,start_frame,stop_frame,narration_text
0.007028600000000001,7.8861685999999995,0,236,#C C operates a phone
7.8861685999999995,11.054488599999999,236,331,#C C carries onions
11.054488599999999,15.6411986,331,469,#C C operates a tablet
15.6411986,18.8665686,469,565,#C C opens cupboards
18.8665686,28.7147386,565,861,#C C carries a tin
28.7147386,36.0692586,861,1081,#C C opens a water tap
36.0692586,49.7592286,1081,1492,#C C wipes hands with the towel
49.7592286,53.7371986,1492,1611,#C C takes a knife
53.7371986,60.5047186,1611,1815,#C C unwraps the onions
60.5047186,64.0483186,1815,1921,#C C holds an onion
64.0483186,67.3989286,1921,2021,#C C puts some onions in the cupboard
67.3989286,70.8606286,2021,2125,#C C wipes the chopping board
70.8606286,76.9395486,2125,2308,#C C chops the onion
76.9395486,81.5991786,2308,2447,#C C chops the onion
81.5991786,106.55692859999999,2447,3196,#C C removes the outer coating of an onion
106.55692859999999,108.7656886,3196,3262,#C C closes a tin
108.7656886,114.5306186,3262,3435,#C C walks around the kitchen
114.5306186,119.23139859999999,3435,3576,#C C takes a cooking pan from the drawer
119.23139859999999,120.85111859999999,3576,3625,#C C touches the tablet
120.85111859999999,126.1001686,3625,3782,#C C wipes the knife
126.1001686,141.96158859999997,3782,4258,#C C chops the onion
141.96158859999997,158.3474786,4258,4750,#C C chops the onion
158.3474786,167.19754859999998,4750,5015,#C C puts the onions in the cooking pan
167.19754859999998,173.84458859999998,5015,5215,#C C opens cooking oil
173.84458859999998,177.1686686,5215,5314,#C C pours cooking oil on the onions
177.1686686,192.4382986,5314,5773,#C C closes the cooking oil
192.4382986,199.3755286,5773,5981,#C C moves a tray
199.3755286,202.59456859999997,5981,6077,#C C holds capsicum
202.59456859999997,207.35569859999998,6077,6220,#C C unpacks the polythene bag
207.35569859999998,216.8525186,6220,6505,#C C holds a capsicum on the hands
216.8525186,219.78789859999998,6505,6593,#C C throws #Unsure into the bin
