start_timestamp,stop_timestamp,start_frame,stop_frame,narration_text
0.0210286,1.6250286,0,48,#C C switches on the light
1.6250286,3.8370286,48,114,#C C walks to the wall
3.8370286,5.4830286,114,164,#C C switches on the light
5.4830286,7.2070286,164,216,#C C walks back
7.2070286,7.9600286,216,238,#C C opens the water tap
7.9600286,8.891028599999999,238,266,#C C washes hands
8.891028599999999,10.265028599999999,266,307,#C C applies soap
10.265028599999999,11.3720286,307,341,#C C washes hands
11.3720286,15.759028599999999,341,472,#C C adjusts the water tap
15.759028599999999,16.7150286,472,501,#C C picks up the lid
16.7150286,17.9390286,501,538,#C C puts the lid down
17.9390286,18.0260286,538,540,#C C moves the cup
18.0260286,20.397028600000002,540,611,#C C adjusts the tap
20.397028600000002,22.2680286,611,667,#C C closes the water tap
22.2680286,24.734028600000002,667,741,#C C wipes hands with towel
24.734028600000002,26.8980286,741,806,#C C walks to the right
26.8980286,28.4590286,806,853,#C C looks around
28.4590286,29.824028600000002,853,894,#C C opens the refrigerator
29.824028600000002,31.6920286,894,950,#C C picks up a paper containing Capsicum
31.6920286,34.1970286,950,1025,#C C picks up some #unsure
34.1970286,36.3500286,1025,1090,#C C puts the bag of Capsicum and #unsure down
36.3500286,37.9580286,1090,1138,#C C picks up a #unsure
37.9580286,39.4087586,1138,1182,#C C closes the drawer
39.4087586,40.1390286,1182,1204,#C C puts the #unsure down
40.1390286,41.4120286,1204,1242,#C C opens the refrigerator door
41.4120286,42.3360286,1242,1269,#C C pulls out the tray
42.3360286,43.1810286,1269,1295,#C C picks up a bag of #unsure
43.1810286,43.7680286,1295,1312,#C C looks at the #unsure
43.7680286,44.6860286,1312,1340,#C C picks up the #unsure
44.6860286,46.721028600000004,1340,1401,#C C pushes back the tray
46.721028600000004,49.1930286,1401,1475,#C C puts the tray of #unsure down
49.1930286,50.8380286,1475,1525,#C C puts the #unsure down
50.8380286,52.5370286,1525,1575,#C C picks up a tray of #unsure
52.5370286,53.419028600000004,1575,1602,#C C puts the tray of #unsure down
53.419028600000004,56.5220286,1602,1695,#C C picks up the bag containing Capsicum
56.5220286,58.4870286,1695,1754,#C C tears open the bag
58.4870286,60.6100286,1754,1818,#C C takes out the Capsicum
60.6100286,61.2490286,1818,1837,#C C puts the Capsicum down
61.2490286,63.2010286,1837,1895,#C C takes out the eggplant
63.2010286,65.0360286,1895,1950,#C C puts the eggplant down
65.0360286,67.0870286,1950,2012,#C C folds the bag
67.0870286,69.1080286,2012,2073,#C C opens the cabinet
69.1080286,71.8610286,2073,2155,#C C takes out a box of papers
71.8610286,72.5132386,2155,2175,#C C pulls out a paper
72.5132386,73.4420286,2175,2203,#C C puts the paper down
73.4420286,75.0640286,2203,2251,#C C puts the box back
75.0640286,76.6650286,2251,2299,#C C closes the cabinet
76.6650286,76.9050286,2299,2307,#C C picks up the paper
76.9050286,79.37102859999999,2307,2380,#C C opens the paper
79.37102859999999,84.2590286,2380,2527,#C C picks up the eggplant
84.2590286,86.2240286,2527,2586,#C C puts the eggplant in the paper
86.2240286,88.4180286,2586,2652,#C C takes out the eggplant
88.4180286,89.9060286,2652,2697,#C C puts the eggplant in the paper
89.9060286,91.5430286,2697,2746,#C C takes out the carrot
91.5430286,92.6860286,2746,2780,#C C puts the carrot in the bag
92.6860286,96.1371786,2780,2883,#C C takes out some fruits
96.1371786,97.68702859999999,2883,2930,#C C puts the fruits in the paper
97.68702859999999,101.4180286,2930,3042,#C C takes out the fruit
101.4180286,102.59702859999999,3042,3077,#C C puts the fruit in the paper
102.59702859999999,103.72302859999999,3077,3111,#C C folds the paper
103.72302859999999,106.1890286,3111,3185,#C C puts the paper in a box
106.1890286,107.0838586,3185,3212,#C C picks up the filled paper
107.0838586,113.18102859999999,3212,3395,#C C closes the paper
113.18102859999999,114.41302859999999,3395,3432,#C C opens the fridge drawer
114.41302859999999,117.2810286,3432,3518,#C C puts the filled paper down
