start_timestamp,stop_timestamp,start_frame,stop_frame,narration_text
0.7193578666666667,3.851737866666667,21,115,#C C turns around the house
3.851737866666667,6.020937866666666,115,180,#C C looks at the TV
6.020937866666666,16.100107866666665,180,482,#C C stirs #unsure on the pot
16.100107866666665,28.085417866666663,482,842,#C C takes #unsure on the table
28.085417866666663,31.989557866666665,842,959,#C C opens the tap in the sink
31.989557866666665,39.02431786666667,959,1170,#C C washes #unsure in the sink
39.02431786666667,42.36356786666667,1170,1270,#C C talks with person D
42.36356786666667,49.83240786666667,1270,1494,#C C takes pot on the shelf
49.83240786666667,59.813877866666665,1494,1793,#C C covers the pot with a lid
59.813877866666665,65.88271786666668,1793,1976,#O F drinks #unsure in the cup
65.88271786666668,71.78544786666667,1976,2153,#C C talks with person D
71.78544786666667,75.28814786666668,2153,2258,#C C opens the fridge
75.28814786666668,86.37480786666667,2258,2590,#C C puts a pack of vegetable in the fridge #unsure
86.37480786666667,88.13997786666667,2590,2643,#O F cuts #unsure on the plate with knife
88.13997786666667,100.04132786666668,2643,3000,#O D looks at the Television
100.04132786666668,111.05789786666668,3000,3331,#C C closes the fridge
111.05789786666668,137.85202786666667,3331,4135,#C C opens the lid on the pot
137.85202786666667,148.42711786666666,4135,4452,#C C touches #unsure on the shelf
148.42711786666666,157.84587786666668,4452,4734,#O F cuts #unsure on the plate with knife
157.84587786666668,159.50168786666669,4734,4784,#C C opens the tap in the sink
159.50168786666669,169.29309786666667,4784,5078,#C C washes #unsure in the sink
169.29309786666667,177.14135786666668,5078,5313,#C C puts utensil on the rack #unsure
177.14135786666668,189.2668278666667,5313,5677,#C C looks at the Television
189.2668278666667,196.68548786666668,5677,5900,#C C stirs #unsure on the pot
196.68548786666668,206.52388786666668,5900,6195,#C C takes the bottle on the table
206.52388786666668,211.01008786666668,6195,6329,#C C touches the fridge
211.01008786666668,239.97520786666666,6329,7198,#O F cuts #unsure on the plate with knife
239.97520786666666,244.57115786666668,7198,7336,#C C takes the cup in the shelf
244.57115786666668,244.57115786666668,7336,7336,#C C puts the cup on the table
244.57115786666668,249.26566786666666,7336,7477,#O F cuts #unsure on the plate with knife
249.26566786666666,258.51071786666665,7477,7754,#O D scrolls the phone
258.51071786666665,264.73205786666665,7754,7941,#O F cuts #unsure on the plate with knife
264.73205786666665,267.13729786666664,7941,8013,#C C opens the lid cover on the pot
267.13729786666664,299.26118786666666,8013,8977,#C C stirs #unsure on the pot
299.26118786666666,306.94322453333336,8977,9207,#C C walks around
306.94322453333336,336.21757453333333,9207,10086,#C C looks around
336.21757453333333,345.17889453333333,10086,10354,#C C walks around
345.17889453333333,414.27480453333334,10354,12427,#C C looks around
414.27480453333334,435.4626045333334,12427,13063,#C C does #unsure on the counter top
435.4626045333334,437.79828453333334,13063,13133,#C C touches the kettle lid
437.79828453333334,485.45780453333333,13133,14563,#C C looks around
485.45780453333333,501.76536453333335,14563,15052,#C C walks around
501.76536453333335,504.76536453333335,15052,15152,#C C looked and walked around in the kitchen area
