start_timestamp,stop_timestamp,start_frame,stop_frame,narration_text
1.6116796,2.3974896,48,71,#C C stretches right hand towards water in a cup
2.3974896,4.5590396,71,136,#C C shifts the the glass closer to bowl with flour
4.5590396,4.5407595999999995,136,136,#C C kneads round flour in the bowl with right hand
4.5407595999999995,21.778959600000004,136,653,#C C holds the bowl with left hand
21.778959600000004,22.624319600000003,653,678,#O X passes in front of C
22.624319600000003,26.550219600000002,678,796,#C C kneads the flour
26.550219600000002,28.3326996,796,849,#C C picks water in glass with left hand
28.3326996,31.499619600000003,849,944,#C C pours the water in the bowl with flour
31.499619600000003,32.071529600000005,944,962,#C C returns glass back with left hand
32.071529600000005,32.6203896,962,978,#C C kneads the flour with water using right hand
32.6203896,33.0503196,978,991,#C C moves left hand off the water glass
33.0503196,36.499669600000004,991,1094,#C C kneads the flour
36.499669600000004,36.895109600000005,1094,1106,#C C shifts the glass water on the floor with left hand
36.895109600000005,37.3901296,1106,1121,#C C kneads the flour with right hand
37.3901296,38.2627996,1121,1147,#C C moves left hand from the glass
38.2627996,40.003789600000005,1147,1199,#C C kneads the flour with right hand
40.003789600000005,41.5989396,1199,1247,#O X passes in front of C
41.5989396,42.0325896,1247,1260,#C C kneads the flour
42.0325896,42.5536496,1260,1276,#C C holds bowl with left hand
42.5536496,47.1101996,1276,1413,#C C kneads the flour with right hand
47.1101996,47.8331996,1413,1434,#C C rotates the bowl with left hand
47.8331996,57.0100196,1434,1710,#C C kneads the flour with right hand
57.0100196,57.1259596,1710,1713,#O X passes in front of C
57.1259596,60.8507296,1713,1825,#C C kneads the flour with right hand
60.8507296,61.0310196,1825,1830,#C C rotates round the bowl with left hand
61.0310196,71.58620959999999,1830,2147,#C C kneads round the flour with right hand
71.58620959999999,71.6384296,2147,2149,#C C moves left hand off the bowl
71.6384296,75.6335596,2149,2268,#C C kneads the flour with right hand
75.6335596,75.9578896,2268,2278,#C C turns to left side of the room
75.9578896,76.5301896,2278,2295,#C C rotates back to the bowl
76.5301896,77.0009796,2295,2309,#C C kneads flour with right hand
77.0009796,77.37770959999999,2309,2321,#C C holds bowl with left hand
77.37770959999999,91.8025596,2321,2753,#C C kneads flour with right hand
91.8025596,91.9855896,2753,2759,#C C lifts left hand off the bowl
91.9855896,93.2159896,2759,2796,#C C wipes flour from left hand fingers
93.2159896,99.8637296,2796,2995,#C C wipes flour from right hand fingers on the bowl
99.8637296,138.0415396,2995,4141,#C C kneads flour round the bowl with right hand
138.0415396,139.6610096,4141,4189,#C C picks water glass with left hand
139.6610096,143.2450096,4189,4297,#C C pours the water in right hand inside the bowl
143.2450096,143.5836396,4297,4307,#C C pours water in right hand round the flour in the bowl
143.5836396,143.8777196,4307,4316,#C C places down water glass in left hand
143.8777196,144.8115496,4316,4344,#C C kneads the flour
144.8115496,145.1173396,4344,4353,#C C holds the bowl with left hand
145.1173396,211.13883959999998,4353,6334,#C C kneads round the flour to dough with right hand
211.13883959999998,213.1225696,6334,6393,#C C picks glass water with left hand
213.1225696,215.1485296,6393,6454,#C C pours water on right hand inside the bowl
215.1485296,216.1521696,6454,6484,#C C spreads the water in right hand on the flour
216.1521696,217.0228696,6484,6510,#C C pours water on right hand inside the bowl
217.0228696,217.1918696,6510,6515,#C C spreads the water in right hand on the flour
217.1918696,218.0083196,6515,6540,#C C returns water back on ground with left hand
218.0083196,266.3887896,6540,7991,#C C kneads round the flour to dough with right hand
266.3887896,268.47720960000004,7991,8054,#C C collects fallen dough pieces with left hand
268.47720960000004,268.5774496,8054,8057,#C C kneads the dough with right hand
268.5774496,269.41871960000003,8057,8082,#C C holds the bowl with left hand
269.41871960000003,286.0328509546634,8082,8580,#C C kneads round the dough with right hand
286.0328509546634,288.3752209546634,8580,8651,#C C rubs the tray with the dough
288.3752209546634,309.44782095466337,8651,9283,#C C kneads the dough
309.44782095466337,313.1066809546634,9283,9393,#C C folds the dough
313.1066809546634,334.6879909546634,9393,10040,#C C kneads the dough
334.6879909546634,337.3446109546634,10040,10120,#C C folds the dough
337.3446109546634,360.5419009546634,10120,10816,#C C kneads the dough
360.5419009546634,364.7666209546634,10816,10942,#C C folds the dough
364.7666209546634,386.1217009546634,10942,11583,#C C kneads the dough
386.1217009546634,392.2637709546634,11583,11767,#C C stops kneading
392.2637709546634,404.4680709546634,11767,12133,#C C rubs the hands
404.4680709546634,405.32521095466336,12133,12159,#O A man G sleeps
405.32521095466336,420.17472095466337,12159,12605,#C C rubs the hands
420.17472095466337,422.60238095466343,12605,12677,#C C folds the dough
